--- scanner 0 ---
-738,570,475
70,97,-25
531,693,615
-337,-416,550
-320,689,-532
-855,539,600
508,702,-528
445,750,-670
-376,467,-541

--- scanner 19 ---
-724,-565,849
596,872,713
-439,-581,-793
-859,610,-692
576,861,640
6,16,-51
447,806,723
-891,690,-635
750,-301,696
-697,-633,851
686,-319,581
-728,548,912
-818,487,-658
-878,446,913
-874,-673,861
818,-327,-431
670,-364,-380
553,731,-766
-139,-64,59
808,-379,-446
-879,554,775
-571,-513,-772
772,-301,473
-492,-573,-803
648,796,-717
683,772,-753

--- scanner 20 ---
661,899,-721
-792,709,-514
49,-30,71
-711,586,747
348,-379,735
653,-570,-370
-745,604,890
646,720,-680
-704,660,797
663,783,-550
775,-718,-380
-570,-551,-369
289,-309,713
716,777,407
-817,625,-387
404,-363,783
660,836,579
-782,-504,624
-640,-355,-355
855,-539,-359
-811,672,-479
-751,-384,592
689,784,446
-528,-428,-429
-666,-406,691

--- scanner 21 ---
573,-798,518
-741,-553,596
-894,480,-761
740,364,322
500,-809,498
-480,-308,-700
-744,804,621
691,-561,-514
-733,459,-693
490,-743,647
517,364,344
-754,435,-721
-632,-576,734
-700,-615,598
743,-408,-594
-39,72,-68
288,656,-912
-751,701,478
-348,-346,-686
-739,641,621
796,-566,-506
412,496,-907
-430,-334,-725
311,549,-860
632,382,408

--- scanner 22 ---
643,490,-916
572,468,-956
-651,-575,-861
-367,-805,559
-622,781,239
580,578,235
481,-342,-625
554,-353,-645
28,56,-135
589,519,302
498,457,-967
724,-743,467
672,-590,387
643,662,243
-675,736,-676
471,-408,-774
-760,-598,-723
-499,-843,573
-449,-817,598
777,-585,379
-534,679,-671
-544,859,260
-112,-110,-153
-553,841,-733
-719,-536,-725
-545,662,206

--- scanner 23 ---
-427,399,493
610,-594,-518
652,620,-455
475,641,731
688,731,-471
620,-567,-514
-722,-483,-498
-800,-500,-685
638,610,-548
597,-559,-577
-749,-567,757
-715,-593,-607
369,731,773
-58,-67,115
861,-777,503
-688,-458,669
-662,702,-724
-557,386,534
-826,-549,651
772,-726,472
-756,680,-764
-462,435,469
-820,626,-666
546,694,825
33,29,-1
889,-770,412

--- scanner 24 ---
300,483,618
-528,645,-676
-890,588,570
586,-703,-409
607,-429,334
311,344,680
340,544,-594
-848,-551,-677
-917,448,585
579,-450,358
-712,-483,-716
-735,-444,540
-735,-439,703
-592,-432,600
-710,-442,-654
-537,771,-557
572,-835,-447
406,607,-728
-904,709,586
280,598,-638
647,-289,379
-145,140,-65
611,-753,-435
-417,669,-629
-4,34,-133
399,348,590

--- scanner 25 ---
434,-546,-796
837,-610,884
-637,-763,620
388,837,-697
-842,545,-759
-610,-765,552
441,-332,-751
905,517,858
859,-387,884
422,-395,-770
757,466,821
-508,-361,-686
-787,-775,512
-543,-479,-798
773,-495,866
467,885,-596
-492,-476,-704
-484,858,672
498,732,-706
895,532,806
-850,641,-709
7,110,-58
-841,680,-749
-405,889,612
-352,879,604

--- scanner 26 ---
581,304,395
-642,637,-363
-651,-467,-320
-764,357,505
659,-614,530
-853,-814,927
-91,-66,19
576,441,509
650,-509,420
549,-461,499
-556,529,-327
-445,620,-414
403,480,-723
616,410,446
-719,-488,-452
-905,-829,937
662,-705,-818
497,504,-799
467,523,-693
-766,504,373
702,-666,-809
712,-801,-810
-659,-457,-373
-700,419,520
-868,-880,789

--- scanner 27 ---
476,-968,765
87,-168,-117
479,-952,770
-358,672,762
-733,-652,-415
-637,-669,-554
-669,-630,-418
-332,520,-436
-320,671,-462
-603,-498,379
-442,-584,373
610,705,-546
694,666,317
645,587,-434
885,699,346
761,646,342
590,-984,744
-296,497,811
460,-948,-453
-339,734,-481
449,-840,-334
-387,546,698
-433,-521,467
594,590,-528
111,-52,64
469,-973,-391

--- scanner 28 ---
502,613,-519
492,782,-539
413,685,-532
512,580,762
458,493,692
-612,643,-630
129,148,-25
552,-524,862
576,-508,727
477,-558,761
-320,-632,509
-336,-647,-452
903,-266,-421
-441,655,683
504,615,821
-415,-612,494
-7,81,73
-272,-726,513
926,-442,-331
-744,641,-495
-301,-715,-563
-636,543,-530
-336,-473,-548
-600,673,742
-481,578,707
902,-271,-267

--- scanner 29 ---
-396,-419,851
797,-619,584
621,681,676
512,-762,-417
-568,541,-388
600,389,-480
-320,-471,-579
98,18,165
490,-802,-488
544,731,555
837,-713,606
479,-813,-562
-700,412,555
0,122,60
-420,-384,887
-563,533,-283
684,397,-417
-331,-491,-506
-721,621,-336
-752,589,592
-658,518,645
528,695,666
-461,-514,900
-386,-620,-589
739,-777,660
541,456,-471

--- scanner 30 ---
-598,-525,677
574,787,542
-622,-572,788
497,-429,-473
849,486,-890
-467,683,-871
-354,350,532
530,-485,493
-568,772,-958
370,-320,-487
-532,769,-734
-724,-644,668
-730,-439,-755
-658,-568,-769
40,-2,-175
-42,74,-25
598,-524,357
342,-451,-469
-330,404,576
730,559,-874
-306,349,516
715,730,547
489,-547,495
-691,-463,-747
744,362,-948
696,892,485
