          39 | ip 20: gtrr        2        4 2 |      3941014      20    1024       3   65536      8610051
          40 | ip 21: addr        2        1 1 |      3941014      21       0       3   65536      8610051
          41 | ip 22: addi        1        1 1 |      3941014      22       0       3   65536      8610051
          42 | ip 24: addi        3        1 3 |      3941014      24       0       3   65536      8610051
          43 | ip 25: seti       17        4 1 |      3941014      25       0       4   65536      8610051
          44 | ip 18: addi        3        1 2 |      3941014      18       0       4   65536      8610051
          45 | ip 19: muli        2      256 2 |      3941014      19       5       4   65536      8610051
          46 | ip 20: gtrr        2        4 2 |      3941014      20    1280       4   65536      8610051
          47 | ip 21: addr        2        1 1 |      3941014      21       0       4   65536      8610051
          48 | ip 22: addi        1        1 1 |      3941014      22       0       4   65536      8610051
          49 | ip 24: addi        3        1 3 |      3941014      24       0       4   65536      8610051
          50 | ip 25: seti       17        4 1 |      3941014      25       0       5   65536      8610051
          51 | ip 18: addi        3        1 2 |      3941014      18       0       5   65536      8610051
          52 | ip 19: muli        2      256 2 |      3941014      19       6       5   65536      8610051
          53 | ip 20: gtrr        2        4 2 |      3941014      20    1536       5   65536      8610051
          54 | ip 21: addr        2        1 1 |      3941014      21       0       5   65536      8610051
          55 | ip 22: addi        1        1 1 |      3941014      22       0       5   65536      8610051
          56 | ip 24: addi        3        1 3 |      3941014      24       0       5   65536      8610051
          57 | ip 25: seti       17        4 1 |      3941014      25       0       6   65536      8610051
          58 | ip 18: addi        3        1 2 |      3941014      18       0       6   65536      8610051
          59 | ip 19: muli        2      256 2 |      3941014      19       7       6   65536      8610051
          60 | ip 20: gtrr        2        4 2 |      3941014      20    1792       6   65536      8610051
          61 | ip 21: addr        2        1 1 |      3941014      21       0       6   65536      8610051
          62 | ip 22: addi        1        1 1 |      3941014      22       0       6   65536      8610051
          63 | ip 24: addi        3        1 3 |      3941014      24       0       6   65536      8610051
          64 | ip 25: seti       17        4 1 |      3941014      25       0       7   65536      8610051
          65 | ip 18: addi        3        1 2 |      3941014      18       0       7   65536      8610051
          66 | ip 19: muli        2      256 2 |      3941014      19       8       7   65536      8610051
          67 | ip 20: gtrr        2        4 2 |      3941014      20    2048       7   65536      8610051
          68 | ip 21: addr        2        1 1 |      3941014      21       0       7   65536      8610051
          69 | ip 22: addi        1        1 1 |      3941014      22       0       7   65536      8610051
          70 | ip 24: addi        3        1 3 |      3941014      24       0       7   65536      8610051
          71 | ip 25: seti       17        4 1 |      3941014      25       0       8   65536      8610051
          72 | ip 18: addi        3        1 2 |      3941014      18       0       8   65536      8610051
          73 | ip 19: muli        2      256 2 |      3941014      19       9       8   65536      8610051
          74 | ip 20: gtrr        2        4 2 |      3941014      20    2304       8   65536      8610051
          75 | ip 21: addr        2        1 1 |      3941014      21       0       8   65536      8610051
          76 | ip 22: addi        1        1 1 |      3941014      22       0       8   65536      8610051
          77 | ip 24: addi        3        1 3 |      3941014      24       0       8   65536      8610051
          78 | ip 25: seti       17        4 1 |      3941014      25       0       9   65536      8610051
          79 | ip 18: addi        3        1 2 |      3941014      18       0       9   65536      8610051
          80 | ip 19: muli        2      256 2 |      3941014      19      10       9   65536      8610051
          81 | ip 20: gtrr        2        4 2 |      3941014      20    2560       9   65536      8610051
          82 | ip 21: addr        2        1 1 |      3941014      21       0       9   65536      8610051
          83 | ip 22: addi        1        1 1 |      3941014      22       0       9   65536      8610051
          84 | ip 24: addi        3        1 3 |      3941014      24       0       9   65536      8610051
          85 | ip 25: seti       17        4 1 |      3941014      25       0      10   65536      8610051
          86 | ip 18: addi        3        1 2 |      3941014      18       0      10   65536      8610051
          87 | ip 19: muli        2      256 2 |      3941014      19      11      10   65536      8610051
          88 | ip 20: gtrr        2        4 2 |      3941014      20    2816      10   65536      8610051
          89 | ip 21: addr        2        1 1 |      3941014      21       0      10   65536      8610051
          90 | ip 22: addi        1        1 1 |      3941014      22       0      10   65536      8610051
          91 | ip 24: addi        3        1 3 |      3941014      24       0      10   65536      8610051
          92 | ip 25: seti       17        4 1 |      3941014      25       0      11   65536      8610051
          93 | ip 18: addi        3        1 2 |      3941014      18       0      11   65536      8610051
          94 | ip 19: muli        2      256 2 |      3941014      19      12      11   65536      8610051
          95 | ip 20: gtrr        2        4 2 |      3941014      20    3072      11   65536      8610051
          96 | ip 21: addr        2        1 1 |      3941014      21       0      11   65536      8610051
          97 | ip 22: addi        1        1 1 |      3941014      22       0      11   65536      8610051
          98 | ip 24: addi        3        1 3 |      3941014      24       0      11   65536      8610051
          99 | ip 25: seti       17        4 1 |      3941014      25       0      12   65536      8610051
         100 | ip 18: addi        3        1 2 |      3941014      18       0      12   65536      8610051
         101 | ip 19: muli        2      256 2 |      3941014      19      13      12   65536      8610051
         102 | ip 20: gtrr        2        4 2 |      3941014      20    3328      12   65536      8610051
         103 | ip 21: addr        2        1 1 |      3941014      21       0      12   65536      8610051
         104 | ip 22: addi        1        1 1 |      3941014      22       0      12   65536      8610051
         105 | ip 24: addi        3        1 3 |      3941014      24       0      12   65536      8610051
         106 | ip 25: seti       17        4 1 |      3941014      25       0      13   65536      8610051
         107 | ip 18: addi        3        1 2 |      3941014      18       0      13   65536      8610051
         108 | ip 19: muli        2      256 2 |      3941014      19      14      13   65536      8610051
         109 | ip 20: gtrr        2        4 2 |      3941014      20    3584      13   65536      8610051
         110 | ip 21: addr        2        1 1 |      3941014      21       0      13   65536      8610051
         111 | ip 22: addi        1        1 1 |      3941014      22       0      13   65536      8610051
         112 | ip 24: addi        3        1 3 |      3941014      24       0      13   65536      8610051
         113 | ip 25: seti       17        4 1 |      3941014      25       0      14   65536      8610051
         114 | ip 18: addi        3        1 2 |      3941014      18       0      14   65536      8610051
         115 | ip 19: muli        2      256 2 |      3941014      19      15      14   65536      8610051
         116 | ip 20: gtrr        2        4 2 |      3941014      20    3840      14   65536      8610051
         117 | ip 21: addr        2        1 1 |      3941014      21       0      14   65536      8610051
         118 | ip 22: addi        1        1 1 |      3941014      22       0      14   65536      8610051
         119 | ip 24: addi        3        1 3 |      3941014      24       0      14   65536      8610051
         120 | ip 25: seti       17        4 1 |      3941014      25       0      15   65536      8610051
         121 | ip 18: addi        3        1 2 |      3941014      18       0      15   65536      8610051
         122 | ip 19: muli        2      256 2 |      3941014      19      16      15   65536      8610051
         123 | ip 20: gtrr        2        4 2 |      3941014      20    4096      15   65536      8610051
         124 | ip 21: addr        2        1 1 |      3941014      21       0      15   65536      8610051
         125 | ip 22: addi        1        1 1 |      3941014      22       0      15   65536      8610051
         126 | ip 24: addi        3        1 3 |      3941014      24       0      15   65536      8610051
         127 | ip 25: seti       17        4 1 |      3941014      25       0      16   65536      8610051
         128 | ip 18: addi        3        1 2 |      3941014      18       0      16   65536      8610051
         129 | ip 19: muli        2      256 2 |      3941014      19      17      16   65536      8610051
         130 | ip 20: gtrr        2        4 2 |      3941014      20    4352      16   65536      8610051
         131 | ip 21: addr        2        1 1 |      3941014      21       0      16   65536      8610051
         132 | ip 22: addi        1        1 1 |      3941014      22       0      16   65536      8610051
         133 | ip 24: addi        3        1 3 |      3941014      24       0      16   65536      8610051
         134 | ip 25: seti       17        4 1 |      3941014      25       0      17   65536      8610051
         135 | ip 18: addi        3        1 2 |      3941014      18       0      17   65536      8610051
         136 | ip 19: muli        2      256 2 |      3941014      19      18      17   65536      8610051
         137 | ip 20: gtrr        2        4 2 |      3941014      20    4608      17   65536      8610051
         138 | ip 21: addr        2        1 1 |      3941014      21       0      17   65536      8610051
         139 | ip 22: addi        1        1 1 |      3941014      22       0      17   65536      8610051
         140 | ip 24: addi        3        1 3 |      3941014      24       0      17   65536      8610051
         141 | ip 25: seti       17        4 1 |      3941014      25       0      18   65536      8610051
         142 | ip 18: addi        3        1 2 |      3941014      18       0      18   65536      8610051
         143 | ip 19: muli        2      256 2 |      3941014      19      19      18   65536      8610051
         144 | ip 20: gtrr        2        4 2 |      3941014      20    4864      18   65536      8610051
         145 | ip 21: addr        2        1 1 |      3941014      21       0      18   65536      8610051
         146 | ip 22: addi        1        1 1 |      3941014      22       0      18   65536      8610051
         147 | ip 24: addi        3        1 3 |      3941014      24       0      18   65536      8610051
         148 | ip 25: seti       17        4 1 |      3941014      25       0      19   65536      8610051
         149 | ip 18: addi        3        1 2 |      3941014      18       0      19   65536      8610051
         150 | ip 19: muli        2      256 2 |      3941014      19      20      19   65536      8610051
         151 | ip 20: gtrr        2        4 2 |      3941014      20    5120      19   65536      8610051
         152 | ip 21: addr        2        1 1 |      3941014      21       0      19   65536      8610051
         153 | ip 22: addi        1        1 1 |      3941014      22       0      19   65536      8610051
         154 | ip 24: addi        3        1 3 |      3941014      24       0      19   65536      8610051
         155 | ip 25: seti       17        4 1 |      3941014      25       0      20   65536      8610051
         156 | ip 18: addi        3        1 2 |      3941014      18       0      20   65536      8610051
         157 | ip 19: muli        2      256 2 |      3941014      19      21      20   65536      8610051
         158 | ip 20: gtrr        2        4 2 |      3941014      20    5376      20   65536      8610051
         159 | ip 21: addr        2        1 1 |      3941014      21       0      20   65536      8610051
         160 | ip 22: addi        1        1 1 |      3941014      22       0      20   65536      8610051
         161 | ip 24: addi        3        1 3 |      3941014      24       0      20   65536      8610051
         162 | ip 25: seti       17        4 1 |      3941014      25       0      21   65536      8610051
         163 | ip 18: addi        3        1 2 |      3941014      18       0      21   65536      8610051
         164 | ip 19: muli        2      256 2 |      3941014      19      22      21   65536      8610051
         165 | ip 20: gtrr        2        4 2 |      3941014      20    5632      21   65536      8610051
         166 | ip 21: addr        2        1 1 |      3941014      21       0      21   65536      8610051
         167 | ip 22: addi        1        1 1 |      3941014      22       0      21   65536      8610051
         168 | ip 24: addi        3        1 3 |      3941014      24       0      21   65536      8610051
         169 | ip 25: seti       17        4 1 |      3941014      25       0      22   65536      8610051
         170 | ip 18: addi        3        1 2 |      3941014      18       0      22   65536      8610051
         171 | ip 19: muli        2      256 2 |      3941014      19      23      22   65536      8610051
         172 | ip 20: gtrr        2        4 2 |      3941014      20    5888      22   65536      8610051
         173 | ip 21: addr        2        1 1 |      3941014      21       0      22   65536      8610051
         174 | ip 22: addi        1        1 1 |      3941014      22       0      22   65536      8610051
         175 | ip 24: addi        3        1 3 |      3941014      24       0      22   65536      8610051
         176 | ip 25: seti       17        4 1 |      3941014      25       0      23   65536      8610051
         177 | ip 18: addi        3        1 2 |      3941014      18       0      23   65536      8610051
         178 | ip 19: muli        2      256 2 |      3941014      19      24      23   65536      8610051
         179 | ip 20: gtrr        2        4 2 |      3941014      20    6144      23   65536      8610051
         180 | ip 21: addr        2        1 1 |      3941014      21       0      23   65536      8610051
         181 | ip 22: addi        1        1 1 |      3941014      22       0      23   65536      8610051
         182 | ip 24: addi        3        1 3 |      3941014      24       0      23   65536      8610051
         183 | ip 25: seti       17        4 1 |      3941014      25       0      24   65536      8610051
         184 | ip 18: addi        3        1 2 |      3941014      18       0      24   65536      8610051
         185 | ip 19: muli        2      256 2 |      3941014      19      25      24   65536      8610051
         186 | ip 20: gtrr        2        4 2 |      3941014      20    6400      24   65536      8610051
         187 | ip 21: addr        2        1 1 |      3941014      21       0      24   65536      8610051
         188 | ip 22: addi        1        1 1 |      3941014      22       0      24   65536      8610051
         189 | ip 24: addi        3        1 3 |      3941014      24       0      24   65536      8610051
         190 | ip 25: seti       17        4 1 |      3941014      25       0      25   65536      8610051
         191 | ip 18: addi        3        1 2 |      3941014      18       0      25   65536      8610051
         192 | ip 19: muli        2      256 2 |      3941014      19      26      25   65536      8610051
         193 | ip 20: gtrr        2        4 2 |      3941014      20    6656      25   65536      8610051
         194 | ip 21: addr        2        1 1 |      3941014      21       0      25   65536      8610051
         195 | ip 22: addi        1        1 1 |      3941014      22       0      25   65536      8610051
         196 | ip 24: addi        3        1 3 |      3941014      24       0      25   65536      8610051
         197 | ip 25: seti       17        4 1 |      3941014      25       0      26   65536      8610051
         198 | ip 18: addi        3        1 2 |      3941014      18       0      26   65536      8610051
         199 | ip 19: muli        2      256 2 |      3941014      19      27      26   65536      8610051
         200 | ip 20: gtrr        2        4 2 |      3941014      20    6912      26   65536      8610051
         201 | ip 21: addr        2        1 1 |      3941014      21       0      26   65536      8610051
         202 | ip 22: addi        1        1 1 |      3941014      22       0      26   65536      8610051
         203 | ip 24: addi        3        1 3 |      3941014      24       0      26   65536      8610051
         204 | ip 25: seti       17        4 1 |      3941014      25       0      27   65536      8610051
         205 | ip 18: addi        3        1 2 |      3941014      18       0      27   65536      8610051
         206 | ip 19: muli        2      256 2 |      3941014      19      28      27   65536      8610051
         207 | ip 20: gtrr        2        4 2 |      3941014      20    7168      27   65536      8610051
         208 | ip 21: addr        2        1 1 |      3941014      21       0      27   65536      8610051
         209 | ip 22: addi        1        1 1 |      3941014      22       0      27   65536      8610051
         210 | ip 24: addi        3        1 3 |      3941014      24       0      27   65536      8610051
         211 | ip 25: seti       17        4 1 |      3941014      25       0      28   65536      8610051
         212 | ip 18: addi        3        1 2 |      3941014      18       0      28   65536      8610051
         213 | ip 19: muli        2      256 2 |      3941014      19      29      28   65536      8610051
         214 | ip 20: gtrr        2        4 2 |      3941014      20    7424      28   65536      8610051
         215 | ip 21: addr        2        1 1 |      3941014      21       0      28   65536      8610051
         216 | ip 22: addi        1        1 1 |      3941014      22       0      28   65536      8610051
         217 | ip 24: addi        3        1 3 |      3941014      24       0      28   65536      8610051
         218 | ip 25: seti       17        4 1 |      3941014      25       0      29   65536      8610051
         219 | ip 18: addi        3        1 2 |      3941014      18       0      29   65536      8610051
         220 | ip 19: muli        2      256 2 |      3941014      19      30      29   65536      8610051
         221 | ip 20: gtrr        2        4 2 |      3941014      20    7680      29   65536      8610051
         222 | ip 21: addr        2        1 1 |      3941014      21       0      29   65536      8610051
         223 | ip 22: addi        1        1 1 |      3941014      22       0      29   65536      8610051
         224 | ip 24: addi        3        1 3 |      3941014      24       0      29   65536      8610051
         225 | ip 25: seti       17        4 1 |      3941014      25       0      30   65536      8610051
         226 | ip 18: addi        3        1 2 |      3941014      18       0      30   65536      8610051
         227 | ip 19: muli        2      256 2 |      3941014      19      31      30   65536      8610051
         228 | ip 20: gtrr        2        4 2 |      3941014      20    7936      30   65536      8610051
         229 | ip 21: addr        2        1 1 |      3941014      21       0      30   65536      8610051
         230 | ip 22: addi        1        1 1 |      3941014      22       0      30   65536      8610051
         231 | ip 24: addi        3        1 3 |      3941014      24       0      30   65536      8610051
         232 | ip 25: seti       17        4 1 |      3941014      25       0      31   65536      8610051
         233 | ip 18: addi        3        1 2 |      3941014      18       0      31   65536      8610051
         234 | ip 19: muli        2      256 2 |      3941014      19      32      31   65536      8610051
         235 | ip 20: gtrr        2        4 2 |      3941014      20    8192      31   65536      8610051
         236 | ip 21: addr        2        1 1 |      3941014      21       0      31   65536      8610051
         237 | ip 22: addi        1        1 1 |      3941014      22       0      31   65536      8610051
         238 | ip 24: addi        3        1 3 |      3941014      24       0      31   65536      8610051
         239 | ip 25: seti       17        4 1 |      3941014      25       0      32   65536      8610051
         240 | ip 18: addi        3        1 2 |      3941014      18       0      32   65536      8610051
         241 | ip 19: muli        2      256 2 |      3941014      19      33      32   65536      8610051
         242 | ip 20: gtrr        2        4 2 |      3941014      20    8448      32   65536      8610051
         243 | ip 21: addr        2        1 1 |      3941014      21       0      32   65536      8610051
         244 | ip 22: addi        1        1 1 |      3941014      22       0      32   65536      8610051
         245 | ip 24: addi        3        1 3 |      3941014      24       0      32   65536      8610051
         246 | ip 25: seti       17        4 1 |      3941014      25       0      33   65536      8610051
         247 | ip 18: addi        3        1 2 |      3941014      18       0      33   65536      8610051
         248 | ip 19: muli        2      256 2 |      3941014      19      34      33   65536      8610051
         249 | ip 20: gtrr        2        4 2 |      3941014      20    8704      33   65536      8610051
         250 | ip 21: addr        2        1 1 |      3941014      21       0      33   65536      8610051
         251 | ip 22: addi        1        1 1 |      3941014      22       0      33   65536      8610051
         252 | ip 24: addi        3        1 3 |      3941014      24       0      33   65536      8610051
         253 | ip 25: seti       17        4 1 |      3941014      25       0      34   65536      8610051
         254 | ip 18: addi        3        1 2 |      3941014      18       0      34   65536      8610051
         255 | ip 19: muli        2      256 2 |      3941014      19      35      34   65536      8610051
         256 | ip 20: gtrr        2        4 2 |      3941014      20    8960      34   65536      8610051
         257 | ip 21: addr        2        1 1 |      3941014      21       0      34   65536      8610051
         258 | ip 22: addi        1        1 1 |      3941014      22       0      34   65536      8610051
         259 | ip 24: addi        3        1 3 |      3941014      24       0      34   65536      8610051
         260 | ip 25: seti       17        4 1 |      3941014      25       0      35   65536      8610051
         261 | ip 18: addi        3        1 2 |      3941014      18       0      35   65536      8610051
         262 | ip 19: muli        2      256 2 |      3941014      19      36      35   65536      8610051
         263 | ip 20: gtrr        2        4 2 |      3941014      20    9216      35   65536      8610051
         264 | ip 21: addr        2        1 1 |      3941014      21       0      35   65536      8610051
         265 | ip 22: addi        1        1 1 |      3941014      22       0      35   65536      8610051
         266 | ip 24: addi        3        1 3 |      3941014      24       0      35   65536      8610051
         267 | ip 25: seti       17        4 1 |      3941014      25       0      36   65536      8610051
         268 | ip 18: addi        3        1 2 |      3941014      18       0      36   65536      8610051
         269 | ip 19: muli        2      256 2 |      3941014      19      37      36   65536      8610051
         270 | ip 20: gtrr        2        4 2 |      3941014      20    9472      36   65536      8610051
         271 | ip 21: addr        2        1 1 |      3941014      21       0      36   65536      8610051
         272 | ip 22: addi        1        1 1 |      3941014      22       0      36   65536      8610051
         273 | ip 24: addi        3        1 3 |      3941014      24       0      36   65536      8610051
         274 | ip 25: seti       17        4 1 |      3941014      25       0      37   65536      8610051
         275 | ip 18: addi        3        1 2 |      3941014      18       0      37   65536      8610051
         276 | ip 19: muli        2      256 2 |      3941014      19      38      37   65536      8610051
         277 | ip 20: gtrr        2        4 2 |      3941014      20    9728      37   65536      8610051
         278 | ip 21: addr        2        1 1 |      3941014      21       0      37   65536      8610051
         279 | ip 22: addi        1        1 1 |      3941014      22       0      37   65536      8610051
         280 | ip 24: addi        3        1 3 |      3941014      24       0      37   65536      8610051
         281 | ip 25: seti       17        4 1 |      3941014      25       0      38   65536      8610051
         282 | ip 18: addi        3        1 2 |      3941014      18       0      38   65536      8610051
         283 | ip 19: muli        2      256 2 |      3941014      19      39      38   65536      8610051
         284 | ip 20: gtrr        2        4 2 |      3941014      20    9984      38   65536      8610051
         285 | ip 21: addr        2        1 1 |      3941014      21       0      38   65536      8610051
         286 | ip 22: addi        1        1 1 |      3941014      22       0      38   65536      8610051
         287 | ip 24: addi        3        1 3 |      3941014      24       0      38   65536      8610051
         288 | ip 25: seti       17        4 1 |      3941014      25       0      39   65536      8610051
         289 | ip 18: addi        3        1 2 |      3941014      18       0      39   65536      8610051
         290 | ip 19: muli        2      256 2 |      3941014      19      40      39   65536      8610051
         291 | ip 20: gtrr        2        4 2 |      3941014      20   10240      39   65536      8610051
         292 | ip 21: addr        2        1 1 |      3941014      21       0      39   65536      8610051
         293 | ip 22: addi        1        1 1 |      3941014      22       0      39   65536      8610051
         294 | ip 24: addi        3        1 3 |      3941014      24       0      39   65536      8610051
         295 | ip 25: seti       17        4 1 |      3941014      25       0      40   65536      8610051
         296 | ip 18: addi        3        1 2 |      3941014      18       0      40   65536      8610051
         297 | ip 19: muli        2      256 2 |      3941014      19      41      40   65536      8610051
         298 | ip 20: gtrr        2        4 2 |      3941014      20   10496      40   65536      8610051
         299 | ip 21: addr        2        1 1 |      3941014      21       0      40   65536      8610051
         300 | ip 22: addi        1        1 1 |      3941014      22       0      40   65536      8610051
         301 | ip 24: addi        3        1 3 |      3941014      24       0      40   65536      8610051
         302 | ip 25: seti       17        4 1 |      3941014      25       0      41   65536      8610051
         303 | ip 18: addi        3        1 2 |      3941014      18       0      41   65536      8610051
         304 | ip 19: muli        2      256 2 |      3941014      19      42      41   65536      8610051
         305 | ip 20: gtrr        2        4 2 |      3941014      20   10752      41   65536      8610051
         306 | ip 21: addr        2        1 1 |      3941014      21       0      41   65536      8610051
         307 | ip 22: addi        1        1 1 |      3941014      22       0      41   65536      8610051
         308 | ip 24: addi        3        1 3 |      3941014      24       0      41   65536      8610051
         309 | ip 25: seti       17        4 1 |      3941014      25       0      42   65536      8610051
         310 | ip 18: addi        3        1 2 |      3941014      18       0      42   65536      8610051
         311 | ip 19: muli        2      256 2 |      3941014      19      43      42   65536      8610051
         312 | ip 20: gtrr        2        4 2 |      3941014      20   11008      42   65536      8610051
         313 | ip 21: addr        2        1 1 |      3941014      21       0      42   65536      8610051
         314 | ip 22: addi        1        1 1 |      3941014      22       0      42   65536      8610051
         315 | ip 24: addi        3        1 3 |      3941014      24       0      42   65536      8610051
         316 | ip 25: seti       17        4 1 |      3941014      25       0      43   65536      8610051
         317 | ip 18: addi        3        1 2 |      3941014      18       0      43   65536      8610051
         318 | ip 19: muli        2      256 2 |      3941014      19      44      43   65536      8610051
         319 | ip 20: gtrr        2        4 2 |      3941014      20   11264      43   65536      8610051
         320 | ip 21: addr        2        1 1 |      3941014      21       0      43   65536      8610051
         321 | ip 22: addi        1        1 1 |      3941014      22       0      43   65536      8610051
         322 | ip 24: addi        3        1 3 |      3941014      24       0      43   65536      8610051
         323 | ip 25: seti       17        4 1 |      3941014      25       0      44   65536      8610051
         324 | ip 18: addi        3        1 2 |      3941014      18       0      44   65536      8610051
         325 | ip 19: muli        2      256 2 |      3941014      19      45      44   65536      8610051
         326 | ip 20: gtrr        2        4 2 |      3941014      20   11520      44   65536      8610051
         327 | ip 21: addr        2        1 1 |      3941014      21       0      44   65536      8610051
         328 | ip 22: addi        1        1 1 |      3941014      22       0      44   65536      8610051
         329 | ip 24: addi        3        1 3 |      3941014      24       0      44   65536      8610051
         330 | ip 25: seti       17        4 1 |      3941014      25       0      45   65536      8610051
         331 | ip 18: addi        3        1 2 |      3941014      18       0      45   65536      8610051
         332 | ip 19: muli        2      256 2 |      3941014      19      46      45   65536      8610051
         333 | ip 20: gtrr        2        4 2 |      3941014      20   11776      45   65536      8610051
         334 | ip 21: addr        2        1 1 |      3941014      21       0      45   65536      8610051
         335 | ip 22: addi        1        1 1 |      3941014      22       0      45   65536      8610051
         336 | ip 24: addi        3        1 3 |      3941014      24       0      45   65536      8610051
         337 | ip 25: seti       17        4 1 |      3941014      25       0      46   65536      8610051
         338 | ip 18: addi        3        1 2 |      3941014      18       0      46   65536      8610051
         339 | ip 19: muli        2      256 2 |      3941014      19      47      46   65536      8610051
         340 | ip 20: gtrr        2        4 2 |      3941014      20   12032      46   65536      8610051
         341 | ip 21: addr        2        1 1 |      3941014      21       0      46   65536      8610051
         342 | ip 22: addi        1        1 1 |      3941014      22       0      46   65536      8610051
         343 | ip 24: addi        3        1 3 |      3941014      24       0      46   65536      8610051
         344 | ip 25: seti       17        4 1 |      3941014      25       0      47   65536      8610051
         345 | ip 18: addi        3        1 2 |      3941014      18       0      47   65536      8610051
         346 | ip 19: muli        2      256 2 |      3941014      19      48      47   65536      8610051
         347 | ip 20: gtrr        2        4 2 |      3941014      20   12288      47   65536      8610051
         348 | ip 21: addr        2        1 1 |      3941014      21       0      47   65536      8610051
         349 | ip 22: addi        1        1 1 |      3941014      22       0      47   65536      8610051
         350 | ip 24: addi        3        1 3 |      3941014      24       0      47   65536      8610051
         351 | ip 25: seti       17        4 1 |      3941014      25       0      48   65536      8610051
         352 | ip 18: addi        3        1 2 |      3941014      18       0      48   65536      8610051
         353 | ip 19: muli        2      256 2 |      3941014      19      49      48   65536      8610051
         354 | ip 20: gtrr        2        4 2 |      3941014      20   12544      48   65536      8610051
         355 | ip 21: addr        2        1 1 |      3941014      21       0      48   65536      8610051
         356 | ip 22: addi        1        1 1 |      3941014      22       0      48   65536      8610051
         357 | ip 24: addi        3        1 3 |      3941014      24       0      48   65536      8610051
         358 | ip 25: seti       17        4 1 |      3941014      25       0      49   65536      8610051
         359 | ip 18: addi        3        1 2 |      3941014      18       0      49   65536      8610051
         360 | ip 19: muli        2      256 2 |      3941014      19      50      49   65536      8610051
         361 | ip 20: gtrr        2        4 2 |      3941014      20   12800      49   65536      8610051
         362 | ip 21: addr        2        1 1 |      3941014      21       0      49   65536      8610051
         363 | ip 22: addi        1        1 1 |      3941014      22       0      49   65536      8610051
         364 | ip 24: addi        3        1 3 |      3941014      24       0      49   65536      8610051
         365 | ip 25: seti       17        4 1 |      3941014      25       0      50   65536      8610051
         366 | ip 18: addi        3        1 2 |      3941014      18       0      50   65536      8610051
         367 | ip 19: muli        2      256 2 |      3941014      19      51      50   65536      8610051
         368 | ip 20: gtrr        2        4 2 |      3941014      20   13056      50   65536      8610051
         369 | ip 21: addr        2        1 1 |      3941014      21       0      50   65536      8610051
         370 | ip 22: addi        1        1 1 |      3941014      22       0      50   65536      8610051
         371 | ip 24: addi        3        1 3 |      3941014      24       0      50   65536      8610051
         372 | ip 25: seti       17        4 1 |      3941014      25       0      51   65536      8610051
         373 | ip 18: addi        3        1 2 |      3941014      18       0      51   65536      8610051
